ins_code,isin,cisin,l18,l30
17617474823279712,IRO3ASPZ0001,IRO3ASPZ0008,آ س پ,آ.س.پ
59612098290740355,IRO1ABAD0001,IRO1ABAD0002,آباد,توریستی ورفاهی آبادگران ایران
37661500521100963,IRO1NBAB0001,IRO1NBAB0009,آبادا,تولید نیروی برق آبادان
40912525017440979,IRT3ABSF0001,IRT3ABSF0007,آبنوس,صندوق س.سهامی سهام نگر کیمیا-س
9987529074833218,IRO7ABYP0001,IRO7ABYP0004,آبین,کشت و صنعت آبشیرین
56987424987755487,IRTKATSH0001,IRTKATSH0006,آتش,صندوق س.پشتوانه طلا آتش فیروزه
22839330962768817,IRT3SMIF0001,IRT3SMIF0006,آتیمس,صندوق س.آرمان آتیه درخشان مس-س
47492157735162813,IRT1ATML0001,IRT1ATML0007,آتیه ملت,صندوق س آتیه ملت-ثابت
43358402418932595,IRT3KAMF0001,IRT3KAMF0002,آذرین,صندوق س.بخشی فلزات کیمیا-ب
14230681955555738,IRT1ARAM0001,IRT1ARAM0002,آرام,صندوق س شاخصی آرام مفید
7104496710718469,IRT1ARAS0001,IRT1ARAS0006,آرامش,صندوق سرمایه گذاری آرامش-ثابت
9956888831468521,IRO3ARDZ0001,IRO3ARDZ0003,آردینه,نشاسته و گلوکز آردینه
38738476064699383,IRO7ARMP0001,IRO7ARMP0000,آرمان,بیمه آرمان
41024100982486985,IRR7ARMP0101,IRR7ARMP0102,آرمانح,ح.بیمه آرمان
8603978909726038,IRT3VC030001,IRT3VC030007,آرمانی,ص.س.جسورانه فناوری آرمانی
55127657985997520,IRO3APOZ0001,IRO3APOZ0002,آریا,پلیمر آریا ساسول
31987503418964901,IRO3PAIP0001,IRO3PAIP0002,آریان,سرمایه گذاری پارس آریان
66647734446882310,IRR3PAIP0101,IRR3PAIP0104,آریانح,ح . سرمایه گذاری پارس آریان	
10063040211859748,IRT3ASAF0001,IRT3ASAF0008,آس,صندوق س. گنجینه ارمغان الماس-س
66682662312253625,IRT3SSAF0001,IRT3SSAF0008,آساس,صندوق س.آسمان آرمانی سهام-س
36592972482259020,IRT3CASF0001,IRT3CASF0006,آسام,صندوق س.آرمان سپهر آتی-م
24869832924911721,IRT3MAOF0001,IRT3MAOF0008,آسامید,صندوق س.مشترک آسمان امید -د
65640021232361587,IRT3ASNF0001,IRT3ASNF0003,آسان,صندوق س.مشترک گنجینه مهر-د
16582961426722208,IRT3SUDF0001,IRT3SUDF0001,آسود,ص.س.درآمد ثابت آرمان اقتصاد-د
51106317433079213,IRO1ASIA0001,IRO1ASIA0008,آسیا,بیمه آسیا
11301273980316268,IRT3VC040001,IRT3VC040006,آشناتک,ص.س.ج.آشناتک ایرانیان
37073830945037165,IRT1AFAG0001,IRT1AFAG0004,آفاق,صندوق س نوع دوم افق آتی-ثابت
37028614515926436,IRT1AFRF0001,IRT1AFRF0006,آفرین,صندوق س رشدآفرین سرمایه-مختلط
19828734979381742,IRT3ALAF0001,IRT3ALAF0005,آلا,صندوق س.اعتماد ارغوان-د
28374437855144739,IRTKALTN0001,IRTKALTN0005,آلتون,صندوق س.پشتوانه طلاآسمان آلتون
18661507395759423,IRO1ALMN0001,IRO1ALMN0004,آلومینا,آلومینای ایران
52497713622747990,IRT1AGGH0001,IRT1AGGH0006,آلیاژ,صندوق س صنایع آگاه3-بخشی
41350070322027412,IRT3AMTF0001,IRT3AMTF0003,آمیتیس,صندوق س.سهامی درخشان آمیتیس-س
18007109712724189,IRT3AVAF0001,IRT3AVAF0003,آوا,صندوق س.سهام آوای معیار-س
17232252152159494,IRO7AVPP0001,IRO7AVPP0001,آواپارس,بیمه اتکایی آوای پارس
65663173216130783,IRO5AVKS0001,IRO5AVKS0005,آواک,صنایع ارتباطی آوا
31039212000825988,IRT3AVNF0001,IRT3AVNF0008,آوند,صندوق س. آوند مفید-د
55254206302462116,IRO1APPE0001,IRO1APPE0008,آپ,آسان پرداخت پرشین
490987973229371,IRT3AKMF0001,IRT3AKMF0002,آکام,صندوق س. نوع دوم آکام-د
30282299500988269,IRT3FKOF0001,IRT3FKOF0005,آکورد,صندوق س. آرمان آتی کوثر-د
33887145736684266,IRT3SAGF0001,IRT3SAGF0002,آگاس,صندوق س.هستی بخش آگاه-س
17933573078185644,IRO7BHEP0001,IRO7BHEP0001,آینده,بازرگانی آینده سازان بهشت پارس
65473703162196532,IRT3ABTF0001,IRT3ABTF0006,ابتکار,صندوق س.پرتوابتکارهدف-س
6328167131743522,IRT1AUGA0001,IRT1AUGA0005,اتوآگاه,صندوق س صنایع آگاه2-بخشی
71779402170497603,IRT3ADUF0001,IRT3ADUF0001,اتوداریوش,صندوق س. بخشی داریوش2-ب
68644622102682218,IRO7SREP0001,IRO7SREP0000,اتکاسا,بیمه اتکایی سامان
27405735172634593,IRO1ETKA0001,IRO1ETKA0009,اتکام,بیمه اتکایی امین
53295835881618508,IRR1ETKA0101,IRR1ETKA0101,اتکامح,ح . بیمه اتکایی امین
39751275523025334,IRO3ETKZ0001,IRO3ETKZ0008,اتکای,بیمه اتکایی ایرانیان
22811176775480091,IRO1MKBT0001,IRO1MKBT0008,اخابر,مخابرات ایران
67868738676326187,IRO3AKHZ0001,IRO3AKHZ0006,اخشان,اخشان خراسان
35331248532537562,IRO1ARDS0001,IRO1ARDS0004,اردستان,سیمان اردستان
43443105991896600,IRT1ARZS0001,IRT1ARZS0007,ارزش,صندوق س ارزش آفرین بیدار-سهام
71945594172117613,IRT3RT010001,IRT3RT010006,ارزش مسکن,ص.س.املاک ومستغلات ارزش مسکن
40364148586207685,IRT3VC160001,IRT3VC160002,ارغوان,صندوق س.جسورانه ارغوان30%تادیه
59266699437480384,IRO3ARFZ0001,IRO3ARFZ0001,ارفع,شرکت آهن و فولاد ارفع
56661108161921677,IRR3ARFZ0101,IRR3ARFZ0103,ارفعح,ح.شرکت آهن و فولاد ارفع
31366347648583654,IRT1ARGH0001,IRT1ARGH0003,ارمغان,ص سرمایه گذاری ارمغان ایرانیان
12629673694762396,IRT1ORKF0001,IRT1ORKF0003,ارکیده,صندوق سرمایه گذاری ارکیده-ثابت
4395741730355818,IRT3VC090001,IRT3VC090001,استارز,ص.ج.ستاره برتر20%تادیه
22259718159702272,IRO7ESLP0001,IRO7ESLP0006,استقلال,استقلال
24907784641855842,IRT1STIL0001,IRT1STIL0003,استیل,صندوق س صنایع مفید1- بخشی
14079693677610396,IRO1ASTC0001,IRO1ASTC0003,اسیاتک,انتقال داده های آسیاتک
8021561335311415,IRT3ALZF0001,IRT3ALZF0006,اصیل,صندوق س. مشترک البرز-د
11427939669935844,IRT3SATF0001,IRT3SATF0007,اطلس,صندوق س.توسعه اطلس مفید-س
50243708970398750,IRT3ETHF0001,IRT3ETHF0006,اطمینان,ص.س.درآمد ثابت اطمینان هیوا-د	
35163287528816137,IRT3ETBF0001,IRT3ETBF0002,اعتبار,صندوق س. نوع دوم اعتبار-د
36773155987365094,IRO3ETLZ0001,IRO3ETLZ0007,اعتلا,شرکت سرمایه گذاری اعتلاء البرز
2135047529277416,IRR3ETLZ0101,IRR3ETLZ0109,اعتلاح,ح سرمایه گذاری اعتلاء البرز
66818022341772870,IRT3FATF0001,IRT3FATF0002,اعتماد,صندوق س.اعتماد آفرین پارسیان-د
52792903131341205,IRO3AFRZ0001,IRO3AFRZ0001,افرا,افرانت
3846143218462419,IRT1AFRN0001,IRT1AFRN0006,افران,صندوق س افرا نماد پایدار-ثابت
49502666250908008,IRO1OFOG0001,IRO1OFOG0003,افق,فروشگاههای زنجیره ای افق کوروش
15451317146134956,IRT1OMEL0001,IRT1OMEL0008,افق ملت,صندوق س در سهام افق ملت
71124661158524264,IRT3VC180001,IRT3VC180000,افق نگر,ص.س جسورانه افق نگر20%تادیه
70270965300262393,IRO1BALB0001,IRO1BALB0001,البرز,بیمه البرز
12231544096052404,IRR1BALB0101,IRR1BALB0103,البرزح,ح.بیمه البرز
28788598290160782,IRT3SALF0001,IRT3SALF0005,الماس,صندوق س.امین تدبیرگران فردا-س
383529400851043,IRO3MAAZ0001,IRO3MAAZ0001,الکتروماد,صنایع الکترونیک مادیران
30895446582685604,IRTKEMRL0001,IRTKEMRL0004,امرالد,صندوق س.پشتوانه طلای کیمیا
18599703143458101,IRO1OMID0001,IRO1OMID0005,امید,تامین سرمایه امید
45104299259467366,IRR1OMID0101,IRR1OMID0107,امیدح,ح . تامین سرمایه امید
58873907630765023,IRO1TSAN0001,IRO1TSAN0000,امین,تامین سرمایه امین
70814244102598215,IRT3RT030001,IRT3RT030004,امین شهر,ص.س. املاک و مستغلات امین شهر
45728383369147894,IRT1FAYF0001,IRT1FAYF0007,امین یکم,صندوق درآمد ثابت امین یکم فردا
22218966388689725,IRR1TSAN0101,IRR1TSAN0102,امینح,ح . تامین سرمایه امین
30215634246748564,IRT1ANAR0001,IRT1ANAR0001,انار,صندوق س.انارنماد ارزش-درسهام
10236455588057352,IRO3EELZ0001,IRO3EELZ0004,انتخاب,گروه انتخاب الکترونیک آرمان
11540236653207133,IRT3ANDF0001,IRT3ANDF0000,اندوخته داریوش,ص.س.درآمدثابت اندوخته داریوش-د
49641108336531623,IRO1BENC0001,IRO1BENC0004,انرژی,بورس انرژی ایران
17914401175772326,IRT1AHRM0001,IRT1AHRM0005,اهرم,صندوق س سهامی کاریزما- اهرمی
69847139870135237,IRO3MOBZ0001,IRO3MOBZ0004,اوان,مبین وان کیش
62575434414985179,IRT3OJDF0001,IRT3OJDF0000,اوج,صندوق س.اوج دماوند-س
57761388729898548,IRT3AVSF0001,IRT3AVSF0003,اوصتا,صندوق اندیشه ورزان صباتامین -د
23498719713662118,IRT3ONXF0001,IRT3ONXF0000,اونیکس,ص.س.درآمد ثابت کیمیا-د
655060129740445,IRO1OPAL0001,IRO1OPAL0000,اپال,فرآوری معدنی اپال کانی پارس
63830424809501048,IRO3APDZ0001,IRO3APDZ0005,اپرداز,آتیه داده پرداز
49869693814643443,IRO1BKLA0001,IRO1BKLA0000,اکالا,کارگزاران بورس کالای ایران
40374861063260484,IRT1OCTA0001,IRT1OCTA0006,اکتان,صندوق س صنایع مفید4-بخشی
33677077231841786,IRT3PC050001,IRT3PC050003,اکسیر,ص.خ.اکسیر زیست پارسیان70%تادیه
50094941173290382,IRT3OXYF0001,IRT3OXYF0007,اکسیژن,صندوق س. سهامی اکسیژن-س
26882843763780650,IRO7BLIP0001,IRO7BLIP0001,باران,بیمه زندگی باران
47777734205855571,IRR7BLIP0101,IRR7BLIP0103,بارانح,ح. بیمه زندگی باران
61483657213051835,IRT3BZBF0001,IRT3BZBF0007,بازبیمه,صندوق س.بخشی بازده صنایع-ب
34856765062083074,IRT3BAZF0001,IRT3BAZF0008,بازده,صندوق س. بازده ثابت-د
47797676603278665,IRO7BZGP0001,IRO7BZGP0007,بازرگام,پست پیشگامان
8646067353086740,IRO3BLSZ0001,IRO3BLSZ0001,بالاس,مهندسی ساختمان تاسیسات راه آهن
62952165421099192,IRO1KALZ0001,IRO1KALZ0002,بالبر,کابل‌ البرز
37120336886630649,IRT1AGHH0001,IRT1AGHH0005,بانکا,صندوق س صنایع آگاه4-بخشی
23891830829322971,IRO7KBLP0001,IRO7KBLP0007,بایکا,کارخانجات کابلسازی ‌ایران‌
46752599569017089,IRO1TRNS0001,IRO1TRNS0001,بترانس,ایران‌ ترانسفو
47563321799863211,IRO7THRP0001,IRO7THRP0006,بتهران,بیمه اتکایی تهران رواک50%تادیه
54369290104873523,IRO7KTAP0001,IRO7KTAP0000,بتک,کارخانجات کابل سازی‌ تک‌
33629260529503413,IRO3JPPZ0001,IRO3JPPZ0002,بجهرم,توسعه مولد نیروگاهی جهرم
5599691633622269,IRO3MLIZ0001,IRO3MLIZ0000,بخاور,بیمه زندگی خاورمیانه
37222720235819361,IRT1BZRO0001,IRT1BZRO0000,بذر,صندوق س بذر امید آفرین-سهام
4216536645718658,IRT1BERL0001,IRT1BERL0008,برلیان,صندوق سرمایه گذاری برلیان-سهام
34557241988629814,IRO1BRKT0001,IRO1BRKT0003,برکت,گروه دارویی برکت
8981227815720204,IRR1BRKT0101,IRR1BRKT0105,برکتح,ح . گروه دارویی برکت
29882244560576007,IRO3ZKPZ0001,IRO3ZKPZ0007,بزاگرس,نیروگاه زاگرس کوثر
35116791907608909,IRR3ZKPZ0101,IRR3ZKPZ0109,بزاگرسح,ح . نیروگاه زاگرس کوثر
23320741230037790,IRO3Z0830001,IRO3Z0830001,بزندگی,بیمه زندگی آگاه
41625340598198551,IRO3BSMZ0001,IRO3BSMZ0000,بساما,بیمه سامان
47377315952751604,IRO1SWIC0001,IRO1SWIC0000,بسویچ,پارس‌سویچ‌
69454539056549106,IRO1LAPS0001,IRO1LAPS0006,بشهاب,لامپ‌  پارس‌ شهاب‌
46178280540110577,IRO1BFJR0001,IRO1BFJR0002,بفجر,فجر انرژی خلیج فارس
10741091548027385,IRR1BFJR0101,IRR1BFJR0104,بفجرح,ح . فجر انرژی خلیج فارس
4769396408895066,IRT1BLOT0001,IRT1BLOT0004,بلوط,صندوق س شکوه بامداد زاگرس-ثابت
52551569846042389,IRT3BMNF0001,IRT3BMNF0008,بمان,صندوق س.بازده مانا-د
22086876724551482,IRO1MOTJ0001,IRO1MOTJ0006,بموتو,موتوژن‌
1931037287459558,IRR1MOTJ0101,IRR1MOTJ0108,بموتوح,ح . موتوژن‌
48261930411425125,IRO3FTJZ0001,IRO3FTJZ0000,بمولد,مولد نیروگاهی تجارت فارس
39807886630843041,IRO3BMAZ0001,IRO3BMAZ0000,بمپنا,تولید برق عسلویه  مپنا
16553062355259729,IRO7MILP0001,IRO7MILP0008,بمیلا,توسعه سرمایه گذاری میلاد پارس
54493234408301135,IRO3TNIZ0001,IRO3TNIZ0001,بنو,بیمه تجارت نو
47711486462334897,IRR3TNIZ0101,IRR3TNIZ0103,بنوح,ح . بیمه تجارت نو
20453828618330936,IRO1NIRO0001,IRO1NIRO0008,بنیرو,نیروترانس‌
61792732570093263,IRO7HMEZ0001,IRO7HMEZ0006,بهامرز,بیمه زندگی هامرز50%تادیه
12746730665870442,IRO3BHPZ0001,IRO3BHPZ0000,بهپاک,صنعتی بهپاک
60289595205403229,IRO7HIRP0001,IRO7HIRP0009,بهیر,س. توسعه تجارت هیرمند
42799209630949274,IRT1BHIN0001,IRT1BHIN0004,بهین رو,صندوق س بهین خودرو-بخشی
60523145697836739,IRO1BORS0001,IRO1BORS0000,بورس,بورس اوراق بهادار تهران
50247622569476338,IRO1BONA0001,IRO1BONA0004,بوعلی,پتروشیمی بوعلی سینا
51971068201094874,IRO3BIPZ0001,IRO3BIPZ0009,بپاس,بیمه پاسارگاد
48780480822364410,IRO7PDSZ0001,IRO7PDSZ0001,بپردیس,بیمه پردیس 50% تادیه
48517714910707769,IRO1POYA0001,IRO1POYA0005,بپویا,دانش بنیان پویا نیرو
64619251116188373,IRO3PGRZ0001,IRO3PGRZ0003,بپیوند,برق و انرژی پیوندگستر پارس
70219663893822560,IRO1JOSH0001,IRO1JOSH0004,بکاب,صنایع‌جوشکاب‌یزد
62107151670661969,IRO3ABCZ0001,IRO3ABCZ0002,بکابل,سیم و کابل ابهر
22382156782768756,IRO1KGND0001,IRO1KGND0000,بکام,کارخانجات تولیدی شهید قندی
65266756318187150,IRR1KGND0101,IRR1KGND0102,بکامح,ح.کارخانجات تولیدی شهید قندی
7628308021169118,IRO3KAHZ0001,IRO3KAHZ0006,بکهنوج,تولید برق ماهتاب کهنوج
71068313834275501,IRO3GEDZ0001,IRO3GEDZ0002,بگیلان,توسعه مسیر برق گیلان
44604318643489231,IRT1BIDF0001,IRT1BIDF0008,بیدار,صندوق س سهامی بیدار-اهرمی
47973532381204870,IRO3IAMZ0001,IRO3IAMZ0003,بیوتیک,آنتی بیوتیک سازی ایران
51459202425114449,IRO7TABP0001,IRO7TABP0001,تابا,تابان نیرو سپاهان
9089296888187061,IRTKTABA0001,IRTKTABA0002,تابش,صندوق س.پشتوانه طلا تابان تمدن
35543935713999309,IRO7ATMP0001,IRO7ATMP0008,تاتمس,کارخانجات صنعتی وتولیدی اتمسفر
24651394045981418,IRT1TRAZ0001,IRT1TRAZ0006,تاراز,صندوق س آوای تاراز زاگرس-سهام
23293437377896568,IRO1SADR0001,IRO1SADR0004,تاصیکو,سرمایه گذاری صدرتامین
35150770536114195,IRR1SADR0101,IRR1SADR0106,تاصیکوح,ح . سرمایه گذاری صدرتامین
50002340308486819,IRO3KPEZ0001,IRO3KPEZ0002,تاپکیش,تجارت الکترونیک پارسیان کیش
22560050433388046,IRO1PTAP0001,IRO1PTAP0001,تاپیکو,س. نفت و گاز و پتروشیمی تأمین
6491687805743913,IRR1PTAP0101,IRR1PTAP0103,تاپیکوح,ح . س.نفت وگازوپتروشیمی تأمین
19298748452450329,IRO1TRIR0001,IRO1TRIR0009,تایرا,تراکتورسازی‌ایران‌
53204330224889981,IRO3TIGZ0001,IRO3TIGZ0000,تبرک,گروه کارخانجات صنعتی تبرک
1301069819790264,IRO3TMMZ0001,IRO3TMMZ0006,تجلی,تجلی توسعه معادن و فلزات
13205142633737582,IRR3TMMZ0101,IRR3TMMZ0108,تجلیح,ح.تجلی توسعه معادن و فلزات
30507739597192201,IRT3THGF0001,IRT3THGF0004,تخت گاز,صندوق س.بخشی صنایع معیار-ب
39453972158399542,IRT1SSPF0001,IRT1SSPF0003,تداوم,صندوق تداوم اطمینان تمدن-ثابت
8169868421261319,IRT3VC190001,IRT3VC190009,تدبیریکم,ص.س جسورانه ارزش تدبیر30%تادیه
42705920381780437,IRT1TRMF0001,IRT1TRMF0006,ترمه,صندوق سرمایه گذاری ترمه-سهام	
50264175787486822,IRT3TRNF0001,IRT3TRNF0003,ترنج ثابت,ص.س.درآمد ثابت ترنج سودمند-د
66127247173352975,IRO7ESHP0001,IRO7ESHP0002,تشتاد,صنایع تولیدی اشتاد ایران‌
53419976284977130,IRT1SDVI0001,IRT1SDVI0009,تصمیم,صندوق س با درآمد ثابت تصمیم
22276798221643766,IRO7PGOP0001,IRO7PGOP0004,تفارس,تامین سرمایه خلیج فارس
10465655034123314,IRR7PGOP0101,IRR7PGOP0106,تفارسح,ح . تامین سرمایه خلیج فارس
45062188442385800,IRO7FROP0001,IRO7FROP0003,تفیرو,مهندسی فیروزا
41781090739318251,IRO3TLIZ0001,IRO3TLIZ0003,تلیسه,دامداری تلیسه نمونه
60162288821230099,IRO3DIBZ0001,IRO3DIBZ0003,تماوند,تامین سرمایه دماوند
9546211590069761,IRR3DIBZ0101,IRR3DIBZ0105,تماوندح,ح. تامین سرمایه دماوند
22427604495160869,IRO7NMTP0001,IRO7NMTP0003,تمحرکه,ماشین سازی نیرو محرکه
53145304508578701,IRT1TMSK0001,IRT1TMSK0008,تمشک,صندوق س تمشک نماد رشد-در صندوق
11129387075131725,IRO1TMLT0001,IRO1TMLT0007,تملت,تامین سرمایه بانک ملت
33666678504801754,IRR1TMLT0101,IRR1TMLT0109,تملتح,ح . تامین سرمایه بانک ملت
25357135030606405,IRO1TNOV0001,IRO1TNOV0009,تنوین,تامین سرمایه نوین
379466056274101,IRR1TNOV0101,IRR1TNOV0101,تنوینح,ح . تامین سرمایه نوین
41927452991671109,IRT3TVAF0001,IRT3TVAF0002,توان,صندوق س. اهرمی توان مفید-س
37389789764168256,IRO3TORZ0001,IRO3TORZ0009,توریل,توکاریل
66315581735594751,IRO3TOSZ0001,IRO3TOSZ0008,توسن,توسعه سامانه ی نرم افزاری نگین
56871139881800017,IRT1TSCA0001,IRT1TSCA0002,توسکا,صندوق س توسعه فولاد- ثابت
3839324986781871,IRO3TASZ0001,IRO3TASZ0004,تپسی,پیشگامان فن آوری و دانش آرامیس
43062880954780884,IRO1PIRN0001,IRO1PIRN0007,تپمپی,پمپ‌ سازی‌ ایران‌
22308305646551497,IRO7TPOP0001,IRO7TPOP0009,تپولا,مهندسی مرآت پولاد
54509759694064219,IRO7HPKP0001,IRO7HPKP0007,تپکو,تولیدتجهیزات‌سنگین‌هپکو
52932092555708556,IRO1KRDN0001,IRO1KRDN0007,تکاردان,تامین سرمایه کاردان
67612261115225625,IRO1TKLA0001,IRO1TKLA0000,تکالا,تولیدکنندگان بورس کالای ایران
62258804563636993,IRO1GSKE0001,IRO1GSKE0004,تکشا,گسترش‌صنایع‌وخدمات‌کشاورزی‌
66191028275418950,IRR1GSKE0101,IRR1GSKE0106,تکشاح,ح . صنایع‌وخدمات‌کشاورزی‌
30719054967088301,IRO1COMB0001,IRO1COMB0003,تکمبا,کمباین‌ سازی‌ ایران‌
52455922800537930,IRO7NARP0001,IRO7NARP0009,تکنار,مجتمع معادن مس تکنار
3654864906585643,IRO1TKNO0001,IRO1TKNO0002,تکنو,تکنوتار
21727652065573865,IRR1TKNO0101,IRR1TKNO0104,تکنوح,ح . تکنوتار
1825060609227181,IRT3AARF0001,IRT3AARF0009,تکپاد,صندوق س. مشترک آریان-س
14825677919842501,IRO3KYIZ0001,IRO3KYIZ0007,تکیمیا,تامین سرمایه کیمیا
16578517055478811,IRT3TIMF0001,IRT3TIMF0005,تیام,صندوق س.سهامی تیام-س
29758477602878557,IRO1DTIP0001,IRO1DTIP0007,تیپیکو,سرمایه گذاری دارویی تامین
43472427638799679,IRR1DTIP0101,IRR1DTIP0109,تیپیکوح,ح . سرمایه گذاری دارویی تامین
44558786393585356,IRT3SOXF0001,IRT3SOXF0005,ثابت اکسیژن,ص.س.درآمد ثابت اکسیژن-د
17800036702302776,IRO1BSTE0001,IRO1BSTE0000,ثاخت,بین‌المللی‌توسعه‌ساختمان
7503669593172728,IRO7SESP0001,IRO7SESP0009,ثاصفا,شرکت‌ ساختمان‌ اصفهان‌
16693610252404739,IRO3SLVZ0001,IRO3SLVZ0007,ثالوند,سرمایه گذاری مسکن الوند
66456062140680461,IRO1SGOS0001,IRO1SGOS0004,ثامان,سامان‌ گستراصفهان‌
18568733593280948,IRO1TOOM0001,IRO1TOOM0009,ثامید,توسعه و عمران امید
40650252484299134,IRO7SJAP0001,IRO7SJAP0004,ثاژن,سخت آژند
26780282166315918,IRT3SOVF0001,IRT3SOVF0007,ثبات,صندوق س. ثبات ویستا -د
68909035712962732,IRO3BGHZ0001,IRO3BGHZ0001,ثباغ,شهر سازی و خانه سازی باغمیشه
14744445176220774,IRO1BEKA0001,IRO1BEKA0009,ثبهساز,بهساز کاشانه تهران
20926459161497908,IRO3PMTZ0001,IRO3PMTZ0003,ثتران,سرمایه گذاری مسکن تهران
2786094660320231,IRR3PMTZ0101,IRR3PMTZ0105,ثترانح,ح سرمایه گذاری مسکن تهران
47702059190622416,IRO7CTSP0001,IRO7CTSP0000,ثتوسا,س.توسعه و عمران استان اردبیل
40004508916605949,IRR7CTSP0101,IRR7CTSP0102,ثتوساح,ح.س.توسعه و عمران استان اردبیل
60887982279284651,IRO3MSJZ0001,IRO3MSJZ0002,ثجنوب,سرمایه گذاری مسکن جنوب
30507152381699953,IRO7SJVP0001,IRO7SJVP0009,ثجوان,تامین مسکن جوانان
27812005859539773,IRT3PC020001,IRT3PC020006,ثروت,ص.خ.ثروت آفرین فیروزه
23609214278467198,IRT1SRVF0001,IRT1SRVF0006,ثروت ساز,صندوق س ثروت ساز دیبا-سهام
71672399601682259,IRT3CSAF0001,IRT3CSAF0006,ثروتم,صندوق س. ثروت آفرین پارسیان-س
18883380772506226,IRO3ZNDZ0001,IRO3ZNDZ0008,ثرود,سرمایه‌گذاری مسکن زاینده رود
28854105556435129,IRO7CZGP0001,IRO7CZGP0006,ثزاگرس,سرمایه گذاری توسعه عمران زاگرس
63481599728522324,IRO1SAHD0001,IRO1SAHD0006,ثشاهد,سرمایه‌ گذاری‌ شاهد
6043384171800349,IRO1PMSZ0001,IRO1PMSZ0006,ثشرق,سرمایه گذاری مسکن شمال شرق
64707090254488560,IRO7ETMP0001,IRO7ETMP0004,ثعتما,س. ساختمانی اعتماد گستر
15726796686853780,IRO3OSHZ0001,IRO3OSHZ0002,ثعمرا,عمران و توسعه شاهد
17939384202383793,IRO3CGRZ0001,IRO3CGRZ0008,ثغرب,شرکت سرمایه گذاری مسکن شمالغرب
30852391633490755,IRO1OFRS0001,IRO1OFRS0006,ثفارس,عمران‌وتوسعه‌فارس‌
12965822877128721,IRO7QAZP0001,IRO7QAZP0006,ثقزوی,شرکت عمران و سازندگی قزوین
67083516977047564,IRR7QAZP0101,IRR7QAZP0108,ثقزویح,ح.شرکت عمران و سازندگی قزوین
3863538898378476,IRO1MSKN0001,IRO1MSKN0005,ثمسکن,سرمایه‌گذاری‌ مسکن‌
66721204145017523,IRT3SAEF0001,IRT3SAEF0004,ثمین,صندوق س. ثروت افزون ثمین-س
32112121249636248,IRT3ZNSF0001,IRT3ZNSF0004,ثنا,صندوق س.زرین نهال ثنا-س
831325835570803,IRO7CNAP0001,IRO7CNAP0006,ثنام,س ساختمانی ب نام آوران مهندسی
45066064863062755,IRO7NZMP0001,IRO7NZMP0005,ثنظام,س. ساختمانی نظام مهندسی ایران
63315013743060811,IRO7NORP0001,IRO7NORP0003,ثنور,سرمایه گذاری کوه نور
32845891587040106,IRO1NSTH0001,IRO1NSTH0003,ثنوسا,نوسازی‌وساختمان‌تهران‌
38713440086361985,IRT1SEHM0001,IRT1SEHM0000,ثهام,صندوق س ثروت هامرز-سهام
53999651992586159,IRO3MPRZ0001,IRO3MPRZ0005,ثپردیس,سرمایه گذاری مسکن پردیس
49531112577387255,IRT1JAVF0001,IRT1JAVF0006,جاودان,صندوق س جاویدان سهام مانی-سهام
32357363984168442,IRO1PJMZ0001,IRO1PJMZ0007,جم,پتروشیمی جم
27096851668435724,IRO1JPPC0001,IRO1JPPC0001,جم پیلن,پتروشیمی جم پیلن
39154317701922264,IRR1PJMZ0101,IRR1PJMZ0109,جمح,ح . پتروشیمی جم
8544322009910127,IRE9P4M02001,IRE9P4M02000,جمیعادی,میان باری جبرانی عادی
49674915481184052,IRO7PJHP0001,IRO7PJHP0000,جهرم,پتروشیمی جهرم
1771069330721898,IRR7PJHP0101,IRR7PJHP0102,جهرمح,ح.پتروشیمی جهرم
7681671915916933,IRT1JHSH0001,IRT1JHSH0002,جهش,صندوق سهامی جهش فارابی-اهرمی
67455383896188985,IRT1JVAN0001,IRT1JVAN0006,جوانه کوچک,صندوق س.جوانه کوچک گندم-سهام
38544104313215500,IRTKJAVA0001,IRTKJAVA0000,جواهر,صندوق س.پشتوانه طلا دنای زاگرس
23269285154135003,IRO7JAIP0001,IRO7JAIP0006,جوین,کشت و صنعت جوین
46989496890754718,IRE9P4M00001,IRE9P4M00004,جپاعادی,بارپایه جبرانی عادی
54881801929639081,IRE9P4M03001,IRE9P4M03008,جپرعادی,بارپیک جبرانی عادی
38627205019205095,IRE9P4M01001,IRE9P4M01002,جکمعادی,کم باری جبرانی عادی
44625249840480397,IRO3ASAZ0001,IRO3ASAZ0005,حآسا,آسیا سیر ارس
50426013665901691,IRR3ASAZ0101,IRR3ASAZ0107,حآساح,ح.آسیا سیر ارس
21432551703060846,IRO3RPAZ0001,IRO3RPAZ0009,حآفرین,ریل پرداز نو آفرین
56798822689379375,IRO7ARAP0001,IRO7ARAP0004,حاریا,کشتیرانی آریا
63704201144621295,IRO7BNDP0001,IRO7BNDP0004,حبندر,دریایی و کشتیرانی خط دریابندر
58000772709340489,IRR7BNDP0101,IRR7BNDP0106,حبندرح,ح.دریایی وکشتیرانی خط دریابندر
3722699128879020,IRO1TAYD0001,IRO1TAYD0004,حتاید,تایدواترخاورمیانه
22260326095996531,IRO1HTOK0001,IRO1HTOK0000,حتوکا,حمل‌ونقل‌توکا
42892937789646488,IRR1HTOK0101,IRR1HTOK0102,حتوکاح,ح . حمل‌ونقل‌توکا
